ADDRESSLINE1,CITY,CONTACTFIRSTNAME,CONTACTLASTNAME,COUNTRY,CUSTOMERNAME,DEALSIZE,MONTH_ID,MSRP,ORDERDATE,ORDERLINENUMBER,ORDERNUMBER,PHONE,PRICEEACH,PRODUCTCODE,PRODUCTLINE,QTR_ID,QUANTITYORDERED,SALES,STATUS,TERRITORY2,YEAR_ID
Rue Joseph-Bens 532,Bruxelles,Catherine,Dewey,Belgium,Petit Auto,Medium,7,136,7/21/2004 0:00,4,10273,(02) 5554 67,100.0,S10_4757,Classic Cars,3,30,3508.8,Shipped,EMEA,2004
23 Tsawassen Blvd.,Tsawassen,Elizabeth,Lincoln,Canada,"Royal Canadian Collectables, Ltd.",Small,8,136,8/20/2004 0:00,6,10283,(604) 555-4555,100.0,S10_4757,Classic Cars,3,25,2992.0,Shipped,NORTHAME,2004
8616 Spinnaker Dr.,Boston,Juri,Yoshido,USA,Gifts4AllAges.com,Medium,9,136,9/10/2004 0:00,1,10295,6175559555,100.0,S10_4757,Classic Cars,3,24,3427.2,Shipped,NORTHAME,2004
782 First Street,Philadelphia,Francisca,Cervantes,USA,"Classic Gift Ideas, Inc",Small,10,136,10/14/2004 0:00,9,10307,2155554695,100.0,S10_4757,Classic Cars,4,22,2692.8,Shipped,NORTHAME,2004
Garden House Crowther Way,Cowes,Helen,Bennett,UK,giftsbymail.co.uk,Medium,11,136,11/1/2004 0:00,17,10316,(198) 555-8888,100.0,S10_4757,Classic Cars,4,33,4128.96,Shipped,EMEA,2004
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Medium,11,136,11/5/2004 0:00,6,10325,07-98 9555,64.93,S10_4757,Classic Cars,4,47,3051.71,Shipped,EMEA,2004
5905 Pompton St.,NYC,Maria,Hernandez,USA,Classic Legends Inc.,Small,11,136,11/21/2004 0:00,8,10337,2125558493,48.05,S10_4757,Classic Cars,4,25,1201.25,Shipped,NORTHAME,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,12,136,12/2/2004 0:00,5,10350,(91) 555 94 44,75.47,S10_4757,Classic Cars,4,26,1962.22,Shipped,EMEA,2004
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Small,12,136,12/15/2004 0:00,6,10359,26.47.1555,54.68,S10_4757,Classic Cars,4,48,2624.64,Shipped,EMEA,2004
Torikatu 38,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.",Medium,1,136,1/31/2005 0:00,3,10373,981-443655,100.0,S10_4757,Classic Cars,1,39,4046.25,Shipped,EMEA,2005
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Medium,2,136,2/23/2005 0:00,4,10384,6505551386,100.0,S10_4757,Classic Cars,1,34,4846.7,Shipped,NORTHAME,2005
27 rue du Colonel Pierre Avia,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Medium,3,136,3/17/2005 0:00,2,10395,+33 1 46 62 7555,100.0,S10_4757,Classic Cars,1,32,3370.56,Shipped,EMEA,2005
3086 Ingle Ln.,San Jose,Sue,Frick,USA,The Sharp Gifts Warehouse,Large,4,136,4/1/2005 0:00,9,10400,4085553659,100.0,S10_4757,Classic Cars,2,64,9661.44,Shipped,NORTHAME,2005
8616 Spinnaker Dr.,Boston,Juri,Yoshido,USA,Gifts4AllAges.com,Small,5,136,5/6/2005 0:00,3,10414,6175559555,100.0,S10_4757,Classic Cars,2,19,2764.88,On Hold,NORTHAME,2005
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Medium,1,147,1/29/2003 0:00,4,10103,07-98 9555,100.0,S10_4962,Classic Cars,1,42,5398.26,Shipped,EMEA,2003
"265, boulevard Charonne",Paris,Marie,Bertrand,France,"La Corne D'abondance, Co.",Medium,4,147,4/1/2003 0:00,8,10114,(1) 42.34.2555,100.0,S10_4962,Classic Cars,2,31,4305.28,Shipped,EMEA,2003
"C/ Araquil, 67",Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd",Medium,5,147,5/28/2003 0:00,4,10126,(91) 555 22 82,100.0,S10_4962,Classic Cars,2,22,3347.74,Shipped,EMEA,2003
9408 Furth Circle,Burlingame,Juri,Hirano,USA,Technics Stores Inc.,Medium,7,147,7/24/2003 0:00,4,10140,6505556809,100.0,S10_4962,Classic Cars,3,26,3188.12,Shipped,NORTHAME,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Medium,9,147,9/19/2003 0:00,1,10150,+65 221 7555,100.0,S10_4962,Classic Cars,3,20,3191.2,Shipped,ASIA,2003
Kirchgasse 6,Graz,Roland,Mendel,Austria,Mini Auto Werke,Medium,10,147,10/21/2003 0:00,2,10164,7675-3555,100.0,S10_4962,Classic Cars,4,21,3536.82,Resolved,EMEA,2003
35 King George,London,Ann,Brown,UK,"Stylish Desk Decors, Co.",Medium,11,147,11/6/2003 0:00,9,10175,(171) 555-0297,100.0,S10_4962,Classic Cars,4,33,5362.83,Shipped,EMEA,2003
782 First Street,Philadelphia,Francisca,Cervantes,USA,"Classic Gift Ideas, Inc",Medium,11,147,11/13/2003 0:00,1,10183,2155554695,100.0,S10_4962,Classic Cars,4,28,3433.36,Shipped,NORTHAME,2003
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Medium,11,147,11/25/2003 0:00,4,10194,78.32.5555,100.0,S10_4962,Classic Cars,4,26,4263.74,Shipped,EMEA,2003
6251 Ingle Ln.,Boston,Valarie,Franco,USA,Diecast Collectables,Medium,12,147,12/9/2003 0:00,15,10207,6175552555,100.0,S10_4962,Classic Cars,4,31,4076.19,Shipped,NORTHAME,2003
Village Close - 106 Linden Road Sandown,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Large,2,147,2/4/2004 0:00,4,10217,+65 224 1555,100.0,S10_4962,Classic Cars,1,48,7020.48,Shipped,ASIA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,3,147,3/11/2004 0:00,9,10229,4155551450,100.0,S10_4962,Classic Cars,1,50,6426.5,Shipped,NORTHAME,2004
567 North Pendale Street,New Haven,Leslie,Murphy,USA,Super Scale Inc.,Medium,5,147,5/4/2004 0:00,2,10245,2035559545,100.0,S10_4962,Classic Cars,2,28,4591.72,Shipped,NORTHAME,2004
Village Close - 106 Linden Road Sandown,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Medium,6,147,6/15/2004 0:00,12,10259,+65 224 1555,100.0,S10_4962,Classic Cars,2,26,4033.38,Shipped,ASIA,2004
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Medium,7,147,7/19/2004 0:00,2,10270,+61 2 9495 8555,100.0,S10_4962,Classic Cars,3,32,4302.08,Shipped,AUSTRALIA,2004
7586 Pompton St.,Allentown,Kyung,Yu,USA,Diecast Classics Inc.,Large,8,147,8/19/2004 0:00,9,10281,2155551555,100.0,S10_4962,Classic Cars,3,44,7020.64,Shipped,NORTHAME,2004
?kergatan 24,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Medium,9,147,9/8/2004 0:00,4,10291,0695-34 6555,100.0,S10_4962,Classic Cars,3,30,3855.9,Shipped,EMEA,2004
39323 Spinnaker Dr.,Cambridge,Marta,Hernandez,USA,Marta's Replicas Co.,Medium,10,147,10/13/2004 0:00,13,10305,6175558555,100.0,S10_4962,Classic Cars,4,38,6680.78,Shipped,NORTHAME,2004
1900 Oak St.,Vancouver,Yoshi,Tannamuri,Canada,Canadian Gift Exchange Network,Medium,10,147,10/22/2004 0:00,7,10313,(604) 555-3392,100.0,S10_4962,Classic Cars,4,40,6678.0,Shipped,NORTHAME,2004
2304 Long Airport Avenue,Nashua,Valarie,Young,USA,Online Diecast Creations Co.,Small,11,147,11/4/2004 0:00,8,10322,6035558647,61.99,S10_4962,Classic Cars,4,46,2851.54,Shipped,NORTHAME,2004
Berguvsvgen  8,Lule,Christina,Berglund,Sweden,"Volvo Model Replicas, Co",Medium,11,147,11/19/2004 0:00,2,10334,0921-12 3555,100.0,S10_4962,Classic Cars,4,26,3188.12,On Hold,EMEA,2004
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Medium,11,147,11/29/2004 0:00,2,10347,03 9520 4555,100.0,S10_4962,Classic Cars,4,27,4428.0,Shipped,AUSTRALIA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,12,147,12/10/2004 0:00,9,10357,4155551450,100.0,S10_4962,Classic Cars,4,43,5780.92,Shipped,NORTHAME,2004
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Small,1,147,1/20/2005 0:00,4,10370,02 9936 8555,65.63,S10_4962,Classic Cars,1,35,2297.05,Shipped,AUSTRALIA,2005
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Medium,2,147,2/17/2005 0:00,6,10381,6505551386,100.0,S10_4962,Classic Cars,1,37,6231.54,Shipped,NORTHAME,2005
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Small,3,147,3/9/2005 0:00,7,10391,02 9936 8555,46.9,S10_4962,Classic Cars,1,37,1735.3,Shipped,AUSTRALIA,2005
43 rue St. Laurent,Montreal,Jean,Fresnisre,Canada,Quebec Home Shopping Network,Medium,5,147,5/1/2005 0:00,2,10411,(514) 555-8054,100.0,S10_4962,Classic Cars,2,27,4427.73,Shipped,NORTHAME,2005
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Medium,5,147,5/31/2005 0:00,12,10425,40.67.8555,100.0,S10_4962,Classic Cars,2,38,5894.94,In Process,EMEA,2005
15 McCallum Street - NatWest Center #13-03,Makati City,Arnold,Cruz,Philippines,Cruz & Sons Co.,Medium,3,194,3/3/2003 0:00,6,10108,+63 2 555 3587,100.0,S12_1099,Classic Cars,1,33,5265.15,Shipped,ASIA,2003
"12, rue des Bouchers",Marseille,Laurence,Lebihan,France,Marseille Mini Autos,Large,5,194,5/8/2003 0:00,10,10122,91.24.4555,100.0,S12_1099,Classic Cars,2,42,7599.9,Shipped,EMEA,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Large,7,194,7/2/2003 0:00,7,10135,4155551450,100.0,S12_1099,Classic Cars,3,42,8008.56,Shipped,NORTHAME,2003
7825 Douglas Av.,Brickhaven,Allen,Nelson,USA,Collectables For Less Inc.,Large,9,194,9/5/2003 0:00,7,10147,6175558555,100.0,S12_1099,Classic Cars,3,48,9245.76,Shipped,NORTHAME,2003
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Large,10,194,10/10/2003 0:00,2,10159,6505551386,100.0,S12_1099,Classic Cars,4,41,8296.35,Shipped,NORTHAME,2003
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Medium,11,194,11/4/2003 0:00,2,10169,02 9936 8555,100.0,S12_1099,Classic Cars,4,30,5019.9,Shipped,AUSTRALIA,2003
"Drammen 121, PR 744 Sentrum",Bergen,Veysel,Oeztan,Norway,Herkku Gifts,Medium,11,194,11/12/2003 0:00,14,10181,+47 2267 3215,100.0,S12_1099,Classic Cars,4,27,5411.07,Shipped,EMEA,2003
Mehrheimerstr. 369,Koln,Henriette,Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,11,194,11/20/2003 0:00,3,10191,0221-5554327,100.0,S12_1099,Classic Cars,4,21,3840.9,Shipped,EMEA,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,12,194,12/2/2003 0:00,8,10203,(91) 555 94 44,100.0,S12_1099,Classic Cars,4,20,3930.4,Shipped,EMEA,2003
"25, rue Lauriston",Paris,Dominique,Perrier,France,Auto Canal Petit,Large,1,194,1/15/2004 0:00,2,10211,(1) 47.55.6555,100.0,S12_1099,Classic Cars,1,41,7498.9,Shipped,EMEA,2004
Grenzacherweg 237,Gensve,Michael,Holz,Switzerland,"Vida Sport, Ltd",Medium,2,194,2/22/2004 0:00,9,10225,0897-034555,100.0,S12_1099,Classic Cars,1,27,4517.91,Shipped,EMEA,2004
Vinb'ltet 34,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Medium,4,194,4/9/2004 0:00,3,10238,31 12 3555,100.0,S12_1099,Classic Cars,2,28,5774.72,Shipped,EMEA,2004
Berkeley Gardens 12  Brewery,Liverpool,Elizabeth,Devon,UK,"UK Collectables, Ltd.",Medium,6,194,6/1/2004 0:00,13,10253,(171) 555-2282,100.0,S12_1099,Classic Cars,2,24,3922.56,Cancelled,EMEA,2004
Strada Provinciale 124,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,Large,7,194,7/6/2004 0:00,14,10266,0522-556555,100.0,S12_1099,Classic Cars,3,44,9160.36,Shipped,EMEA,2004
7635 Spinnaker Dr.,Brickhaven,Miguel,Barajas,USA,Online Mini Collectables,Large,8,194,8/2/2004 0:00,3,10276,6175557555,100.0,S12_1099,Classic Cars,3,50,9631.0,Shipped,NORTHAME,2004
Grenzacherweg 237,Gensve,Michael,Holz,Switzerland,"Vida Sport, Ltd",Medium,8,194,8/30/2004 0:00,12,10287,0897-034555,100.0,S12_1099,Classic Cars,3,21,3432.24,Shipped,EMEA,2004
Lyonerstr. 34,Frankfurt,Roland,Keitel,Germany,"Blauer See Auto, Co.",Medium,10,194,10/4/2003 0:00,5,10300,+49 69 66 90 2555,100.0,S12_1099,Classic Cars,4,33,5521.89,Shipped,EMEA,2003
Mehrheimerstr. 369,Koln,Henriette,Pfalzheim,Germany,"Toms Spezialitten, Ltd",Medium,10,194,10/16/2004 0:00,10,10310,0221-5554327,100.0,S12_1099,Classic Cars,4,33,6934.62,Shipped,EMEA,2004
Berguvsvgen  8,Lule,Christina,Berglund,Sweden,"Volvo Model Replicas, Co",Medium,11,194,11/3/2004 0:00,3,10320,0921-12 3555,100.0,S12_1099,Classic Cars,4,31,6876.11,Shipped,EMEA,2004
897 Long Airport Avenue,NYC,Kwai,Yu,USA,Land of Toys Inc.,Small,11,194,11/15/2004 0:00,5,10329,2125557818,71.47,S12_1099,Classic Cars,4,41,2930.27,Shipped,NORTHAME,2004
Geislweg 14,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Medium,11,194,11/24/2004 0:00,2,10341,6562-9555,79.65,S12_1099,Classic Cars,4,45,3584.25,Shipped,EMEA,2004
"Software Engineering Center, SEC Oy",Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Small,1,194,1/6/2005 0:00,3,10363,+358 9 8045 555,85.39,S12_1099,Classic Cars,1,33,2817.87,Shipped,EMEA,2005
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Medium,2,194,2/3/2005 0:00,7,10375,40.67.8555,76.0,S12_1099,Classic Cars,1,45,3420.0,Shipped,EMEA,2005
?kergatan 24,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Small,3,194,3/3/2005 0:00,4,10389,0695-34 6555,99.04,S12_1099,Classic Cars,1,26,2575.04,Shipped,EMEA,2005
Geislweg 14,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Small,5,194,5/17/2005 0:00,13,10419,6562-9555,100.0,S12_1099,Classic Cars,2,12,1961.28,Shipped,EMEA,2005
Vinb'ltet 34,Kobenhavn,Jytte,Petersen,Denmark,Danish Wholesale Imports,Large,2,207,2/11/2003 0:00,15,10105,31 12 3555,100.0,S12_1108,Classic Cars,1,41,8690.36,Shipped,EMEA,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Medium,4,207,4/16/2003 0:00,9,10117,+65 221 7555,100.0,S12_1108,Classic Cars,2,33,6034.38,Shipped,ASIA,2003
4092 Furth Circle,NYC,Jeff,Young,USA,Muscle Machine Inc,Large,6,207,6/3/2003 0:00,2,10127,2125557413,100.0,S12_1108,Classic Cars,2,46,11279.2,Shipped,NORTHAME,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Large,8,207,8/8/2003 0:00,12,10142,4155551450,100.0,S12_1108,Classic Cars,3,33,8023.29,Shipped,NORTHAME,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,9,207,9/28/2003 0:00,11,10153,(91) 555 94 44,100.0,S12_1108,Classic Cars,3,20,4904.0,Shipped,EMEA,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Large,10,207,10/22/2003 0:00,3,10165,+65 221 7555,100.0,S12_1108,Classic Cars,4,44,8594.52,Shipped,ASIA,2003
Strada Provinciale 124,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,Large,11,207,11/6/2003 0:00,2,10176,0522-556555,100.0,S12_1108,Classic Cars,4,33,7474.5,Shipped,EMEA,2003
4575 Hillside Dr.,New Bedford,Wing C,Tam,USA,Mini Creations Ltd.,Medium,11,207,11/14/2003 0:00,13,10185,5085559555,100.0,S12_1108,Classic Cars,4,21,3883.74,Shipped,NORTHAME,2003
567 North Pendale Street,New Haven,Leslie,Murphy,USA,Super Scale Inc.,Large,11,207,11/26/2003 0:00,5,10196,2035559545,100.0,S12_1108,Classic Cars,4,47,8887.7,Shipped,NORTHAME,2003
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Large,1,207,1/2/2004 0:00,13,10208,78.32.5555,100.0,S12_1108,Classic Cars,1,46,8602.92,Shipped,EMEA,2004
25 Maiden Lane,Dublin,Dean,Cassidy,Ireland,"Clover Collections, Co.",Large,2,207,2/12/2004 0:00,2,10220,+353 1862 1555,100.0,S12_1108,Classic Cars,1,32,7181.44,Shipped,EMEA,2004
"Merchants House, 27-30 Merchant's Quay",Madrid,Jesus,Fernandez,Spain,CAF Imports,Large,3,207,3/19/2004 0:00,2,10231,+34 913 728 555,100.0,S12_1108,Classic Cars,1,42,8378.58,Shipped,EMEA,2004
"Software Engineering Center, SEC Oy",Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Large,5,207,5/5/2004 0:00,2,10247,+358 9 8045 555,100.0,S12_1108,Classic Cars,2,44,10606.2,Shipped,EMEA,2004
7586 Pompton St.,Allentown,Kyung,Yu,USA,Diecast Classics Inc.,Medium,7,207,7/20/2004 0:00,2,10272,2155551555,100.0,S12_1108,Classic Cars,3,35,5818.4,Shipped,NORTHAME,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Large,8,207,8/20/2004 0:00,5,10282,4155551450,100.0,S12_1108,Classic Cars,3,41,7071.27,Shipped,NORTHAME,2004
Via Monte Bianco 34,Torino,Paolo,Accorti,Italy,Amica Models & Co.,Large,9,207,9/9/2004 0:00,8,10293,011-4988555,100.0,S12_1108,Classic Cars,3,46,8411.56,Shipped,EMEA,2004
Fauntleroy Circus,Manchester,Victoria,Ashworth,UK,"AV Stores, Co.",Medium,10,207,10/14/2004 0:00,13,10306,(171) 555-1555,100.0,S12_1108,Classic Cars,4,31,6570.76,Shipped,EMEA,2004
Smagsloget 45,Aaarhus,Palle,Ibsen,Denmark,Heintze Collectables,Large,10,207,10/22/2004 0:00,5,10314,86 21 3555,100.0,S12_1108,Classic Cars,4,38,7975.44,Shipped,EMEA,2004
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Small,11,207,11/5/2004 0:00,8,10325,07-98 9555,64.0,S12_1108,Classic Cars,4,42,2688.0,Shipped,EMEA,2004
"265, boulevard Charonne",Paris,Marie,Bertrand,France,"La Corne D'abondance, Co.",Small,11,207,11/20/2004 0:00,10,10336,(1) 42.34.2555,57.22,S12_1108,Classic Cars,4,33,1888.26,Shipped,EMEA,2004
"C/ Araquil, 67",Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd",Small,11,207,11/1/2004 0:00,8,10348,(91) 555 22 82,52.36,S12_1108,Classic Cars,4,48,2513.28,Shipped,EMEA,2004
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Medium,12,207,12/15/2004 0:00,8,10359,26.47.1555,100.0,S12_1108,Classic Cars,4,42,4764.48,Shipped,EMEA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,1,207,1/23/2005 0:00,6,10371,4155551450,100.0,S12_1108,Classic Cars,1,32,3560.64,Shipped,NORTHAME,2005
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,2,207,2/17/2005 0:00,10,10382,4155551450,100.0,S12_1108,Classic Cars,1,34,3823.64,Shipped,NORTHAME,2005
27 rue du Colonel Pierre Avia,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Small,3,207,3/17/2005 0:00,1,10395,+33 1 46 62 7555,69.12,S12_1108,Classic Cars,1,33,2280.96,Shipped,EMEA,2005
25593 South Bay Ln.,Bridgewater,Julie,King,USA,Gift Depot Inc.,Large,5,207,5/5/2005 0:00,2,10413,2035552570,100.0,S12_1108,Classic Cars,2,36,8677.8,Shipped,NORTHAME,2005
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Medium,1,136,1/29/2003 0:00,8,10103,07-98 9555,100.0,S12_1666,Trucks and Buses,1,27,3394.98,Shipped,EMEA,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,3,136,3/26/2003 0:00,2,10113,4155551450,100.0,S12_1666,Trucks and Buses,1,21,3415.44,Shipped,NORTHAME,2003
"C/ Araquil, 67",Madrid,Mart¡n,Sommer,Spain,"Corrida Auto Replicas, Ltd",Small,5,136,5/28/2003 0:00,8,10126,(91) 555 22 82,100.0,S12_1666,Trucks and Buses,2,21,2439.57,Shipped,EMEA,2003
9408 Furth Circle,Burlingame,Juri,Hirano,USA,Technics Stores Inc.,Medium,7,136,7/24/2003 0:00,8,10140,6505556809,100.0,S12_1666,Trucks and Buses,3,38,4829.8,Shipped,NORTHAME,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Medium,9,136,9/19/2003 0:00,5,10150,+65 221 7555,100.0,S12_1666,Trucks and Buses,3,30,4100.1,Shipped,ASIA,2003
Kirchgasse 6,Graz,Roland,Mendel,Austria,Mini Auto Werke,Medium,10,136,10/21/2003 0:00,6,10164,7675-3555,100.0,S12_1666,Trucks and Buses,4,49,6563.06,Resolved,EMEA,2003
31 Duncan St. West End,South Brisbane,Tony,Calaghan,Australia,"Australian Gift Network, Co",Medium,11,136,11/6/2003 0:00,1,10174,61-7-3844-6555,100.0,S12_1666,Trucks and Buses,4,43,6817.22,Shipped,AUSTRALIA,2003
782 First Street,Philadelphia,Francisca,Cervantes,USA,"Classic Gift Ideas, Inc",Medium,11,136,11/13/2003 0:00,5,10183,2155554695,100.0,S12_1666,Trucks and Buses,4,41,6163.94,Shipped,NORTHAME,2003
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Medium,11,136,11/25/2003 0:00,8,10194,78.32.5555,100.0,S12_1666,Trucks and Buses,4,38,4933.92,Shipped,EMEA,2003
1900 Oak St.,Vancouver,Yoshi,Tannamuri,Canada,Canadian Gift Exchange Network,Medium,12,136,12/5/2003 0:00,3,10206,(604) 555-3392,100.0,S12_1666,Trucks and Buses,4,28,4056.36,Shipped,NORTHAME,2003
"67, avenue de l'Europe",Versailles,Daniel,Tonini,France,Auto Assoc. & Cie.,Medium,2,136,2/2/2004 0:00,1,10216,30.59.8555,100.0,S12_1666,Trucks and Buses,1,43,5759.42,Shipped,EMEA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,3,136,3/11/2004 0:00,13,10229,4155551450,100.0,S12_1666,Trucks and Buses,1,25,3451.0,Shipped,NORTHAME,2004
567 North Pendale Street,New Haven,Leslie,Murphy,USA,Super Scale Inc.,Medium,5,136,5/4/2004 0:00,6,10245,2035559545,100.0,S12_1666,Trucks and Buses,2,38,5920.4,Shipped,NORTHAME,2004
2-2-8 Roppongi,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd",Medium,6,136,6/15/2004 0:00,3,10258,+81 3 3584 0555,100.0,S12_1666,Trucks and Buses,2,41,6668.24,Shipped,ASIA,2004
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Medium,7,136,7/19/2004 0:00,6,10270,+61 2 9495 8555,100.0,S12_1666,Trucks and Buses,3,28,4094.72,Shipped,AUSTRALIA,2004
7586 Pompton St.,Allentown,Kyung,Yu,USA,Diecast Classics Inc.,Small,8,136,8/19/2004 0:00,13,10281,2155551555,100.0,S12_1666,Trucks and Buses,3,25,2938.5,Shipped,NORTHAME,2004
?kergatan 24,Boras,Maria,Larsson,Sweden,Scandinavian Gift Ideas,Medium,9,136,9/8/2004 0:00,8,10291,0695-34 6555,100.0,S12_1666,Trucks and Buses,3,41,6387.8,Shipped,EMEA,2004
"67, avenue de l'Europe",Versailles,Daniel,Tonini,France,Auto Assoc. & Cie.,Medium,10,136,10/11/2004 0:00,3,10304,30.59.8555,100.0,S12_1666,Trucks and Buses,4,39,6396.0,Shipped,EMEA,2004
1900 Oak St.,Vancouver,Yoshi,Tannamuri,Canada,Canadian Gift Exchange Network,Small,10,136,10/22/2004 0:00,11,10313,(604) 555-3392,100.0,S12_1666,Trucks and Buses,4,21,2669.1,Shipped,NORTHAME,2004
2304 Long Airport Avenue,Nashua,Valarie,Young,USA,Online Diecast Creations Co.,Medium,11,136,11/4/2004 0:00,9,10322,6035558647,100.0,S12_1666,Trucks and Buses,4,27,4784.13,Shipped,NORTHAME,2004
5557 North Pendale Street,San Francisco,Julie,Murphy,USA,Mini Wheels Co.,Medium,11,136,11/18/2004 0:00,6,10333,6505555787,99.21,S12_1666,Trucks and Buses,4,33,3273.93,Shipped,NORTHAME,2004
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Medium,11,136,11/29/2004 0:00,3,10347,03 9520 4555,100.0,S12_1666,Trucks and Buses,4,29,3586.43,Shipped,AUSTRALIA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,12,136,12/10/2004 0:00,8,10357,4155551450,100.0,S12_1666,Trucks and Buses,4,49,5960.36,Shipped,NORTHAME,2004
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Large,1,136,1/20/2005 0:00,8,10370,02 9936 8555,100.0,S12_1666,Trucks and Buses,1,49,8470.14,Shipped,AUSTRALIA,2005
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Small,2,136,2/17/2005 0:00,1,10381,6505551386,100.0,S12_1666,Trucks and Buses,1,20,2952.0,Shipped,NORTHAME,2005
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Small,3,136,3/9/2005 0:00,9,10391,02 9936 8555,63.2,S12_1666,Trucks and Buses,1,39,2464.8,Shipped,AUSTRALIA,2005
